StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
Alabama1970,Alabama,1970,3444354,,,,,,
Alabama1971,Alabama,1971,3497000,,,,,,
Alabama1972,Alabama,1972,3540000,,,,,,
Alabama1973,Alabama,1973,3581000,,,,,,
Alabama1974,Alabama,1974,3628000,,,,,,
Alabama1975,Alabama,1975,3680000,,,,,,
Alabama1976,Alabama,1976,3737000,,,,,,
Alabama1977,Alabama,1977,3783000,,,,,,
Alabama1978,Alabama,1978,3834000,,,,,,
Alabama1979,Alabama,1979,3869000,,,,,,
Alabama1980,Alabama,1980,3893888,0.168004832,R,,3.6,9.25E-07,0.924525821
Alabama1981,Alabama,1981,3918531,0.168004832,R,,3.4,8.68E-07,0.867672094
Alabama1982,Alabama,1982,3925266,0.168004832,R,,3.4,8.66E-07,0.866183336
Alabama1983,Alabama,1983,3934102,0.168004832,R,,3.5,8.90E-07,0.889656648
Alabama1984,Alabama,1984,3951820,0.220872661,R,,3.3,8.35E-07,0.835058277
Alabama1985,Alabama,1985,3972523,0.220872661,R,,2.9,7.30E-07,0.730014653
Alabama1986,Alabama,1986,3991569,0.220872661,R,,3,7.52E-07,0.751584151
Alabama1987,Alabama,1987,4015264,0.220872661,R,,3.4,8.47E-07,0.846768731
Alabama1988,Alabama,1988,4023844,0.20268579,R,,3.4,8.45E-07,0.844963175
Alabama1989,Alabama,1989,4030222,0.20268579,R,,3.3,8.19E-07,0.818813455
Alabama1990,Alabama,1990,4050055,0.20268579,R,175,3.1,7.65E-07,0.765421704
Alabama1991,Alabama,1991,4099156,0.20268579,R,,3,7.32E-07,0.731857973
Alabama1992,Alabama,1992,4154014,0.193615862,R,,3.2,7.70E-07,0.770339243
Alabama1993,Alabama,1993,4214202,0.193615862,R,,3.4,8.07E-07,0.806795688
Alabama1994,Alabama,1994,4260229,0.193615862,R,,3.3,7.75E-07,0.774606248
Alabama1995,Alabama,1995,4296800,0.193615862,R,187,3.3,7.68E-07,0.768013405
Alabama1996,Alabama,1996,4331102,0.172945361,R,,3.7,8.54E-07,0.854286045
Alabama1997,Alabama,1997,4367935,0.172945361,R,,3.4,7.78E-07,0.778399862
Alabama1998,Alabama,1998,4404701,0.172945361,R,,3.1,7.04E-07,0.703793515
Alabama1999,Alabama,1999,4430141,0.172945361,R,,3.3,7.45E-07,0.744897284
Alabama2000,Alabama,2000,4452173,0.211396323,R,75,3.7,8.31E-07,0.831054858
Alabama2001,Alabama,2001,4467634,0.211396323,R,,3.5,7.83E-07,0.783412428
Alabama2002,Alabama,2002,4480089,0.211396323,R,,3.2,7.14E-07,0.714271525
Alabama2003,Alabama,2003,4503491,0.211396323,R,,3.1,6.88E-07,0.688354878
Alabama2004,Alabama,2004,4530729,-0.25964784,D,,3,6.62E-07,0.662145099
Alabama2005,Alabama,2005,4569805,-0.25964784,D,156,2.7,5.91E-07,0.590834839
Alabama2006,Alabama,2006,4628981,-0.25964784,D,,2.5,5.40E-07,0.540075667
Alabama2007,Alabama,2007,4672840,-0.25964784,D,,2.4,5.14E-07,0.513606287
Alabama2008,Alabama,2008,4718206,-0.268438046,D,,2.5,5.30E-07,0.52986241
Alabama2009,Alabama,2009,4757938,-0.268438046,D,,2.5,5.25E-07,0.5254377
Alabama2010,Alabama,2010,4785492,-0.268438046,D,147,2.9,6.06E-07,0.605998297
Alabama2011,Alabama,2011,4799918,-0.268438046,D,,2.3,4.79E-07,0.479174853
Alabama2012,Alabama,2012,4815960,0.260783935,R,,1.8,3.74E-07,0.373757257
Alabama2013,Alabama,2013,4829479,0.260783935,R,,2.2,4.56E-07,0.45553568
Alabama2014,Alabama,2014,4843214,0.260783935,R,,2.4,4.96E-07,0.495538706
Alabama2015,Alabama,2015,4853875,0.260783935,R,,,,
Alabama2016,Alabama,2016,4863300,0.27106183,R,,,,
Alaska1970,Alaska,1970,302583,0.27106183,R,,,,
Alaska1971,Alaska,1971,316000,0.27106183,R,,,,
Alaska1972,Alaska,1972,326000,0.27106183,R,,,,
Alaska1973,Alaska,1973,333000,0.27106183,R,,,,
Alaska1974,Alaska,1974,345000,0.27106183,R,,,,
Alaska1975,Alaska,1975,371000,0.27106183,R,,,,
Alaska1976,Alaska,1976,393000,0.27106183,R,,,,
Alaska1977,Alaska,1977,397000,0.27106183,R,,,,
Alaska1978,Alaska,1978,402000,0.27106183,R,,,,
Alaska1979,Alaska,1979,403000,0.27106183,R,,,,
Alaska1980,Alaska,1980,401851,0.214288381,R,,0.9,2.24E-06,2.239636084
Alaska1981,Alaska,1981,418491,0.214288381,R,,0.9,2.15E-06,2.150583884
Alaska1982,Alaska,1982,449606,0.214288381,R,,1.2,2.67E-06,2.669003528
Alaska1983,Alaska,1983,488417,0.214288381,R,,1.2,2.46E-06,2.456916938
Alaska1984,Alaska,1984,513702,0.269372126,R,,1.4,2.73E-06,2.725315455
Alaska1985,Alaska,1985,532495,0.269372126,R,,1.4,2.63E-06,2.629132668
Alaska1986,Alaska,1986,544268,0.269372126,R,,1.3,2.39E-06,2.38852918
Alaska1987,Alaska,1987,539309,0.269372126,R,,1.3,2.41E-06,2.410491944
Alaska1988,Alaska,1988,541983,0.220027196,R,,1.2,2.21E-06,2.214091586
Alaska1989,Alaska,1989,547159,0.220027196,R,,1.4,2.56E-06,2.558671245
Alaska1990,Alaska,1990,553290,0.220027196,R,119,1.6,2.89E-06,2.891792731
Alaska1991,Alaska,1991,570193,0.220027196,R,,1.6,2.81E-06,2.806067419
Alaska1992,Alaska,1992,588736,0.173252527,R,,1.7,2.89E-06,2.887542124
Alaska1993,Alaska,1993,599432,0.173252527,R,,1.7,2.84E-06,2.836018097
Alaska1994,Alaska,1994,603308,0.173252527,R,,1.8,2.98E-06,2.983550691
Alaska1995,Alaska,1995,604412,0.173252527,R,138,1.8,2.98E-06,2.97810103
Alaska1996,Alaska,1996,608569,0.201094699,R,,1.8,2.96E-06,2.957758282
Alaska1997,Alaska,1997,612968,0.201094699,R,,1.7,2.77E-06,2.773391107
Alaska1998,Alaska,1998,619932,0.201094699,R,,1.6,2.58E-06,2.580928231
Alaska1999,Alaska,1999,624779,0.201094699,R,,1.9,3.04E-06,3.041075324
Alaska2000,Alaska,2000,627963,0.266573031,R,54,1.7,2.71E-06,2.707165868
Alaska2001,Alaska,2001,633714,0.266573031,R,,1.8,2.84E-06,2.840398034
Alaska2002,Alaska,2002,642337,0.266573031,R,,1.6,2.49E-06,2.490904307
Alaska2003,Alaska,2003,648414,0.266573031,R,,1.7,2.62E-06,2.621781763
Alaska2004,Alaska,2004,659286,-0.289538986,D,,1.8,2.73E-06,2.730226336
Alaska2005,Alaska,2005,666946,-0.289538986,D,169,1.8,2.70E-06,2.698869174
Alaska2006,Alaska,2006,675302,-0.289538986,D,,2.1,3.11E-06,3.109719799
Alaska2007,Alaska,2007,680300,-0.289538986,D,,1.8,2.65E-06,2.645891518
Alaska2008,Alaska,2008,687455,-0.281969002,D,,1.8,2.62E-06,2.618353201
Alaska2009,Alaska,2009,698895,-0.281969002,D,,1.7,2.43E-06,2.432411163
Alaska2010,Alaska,2010,714031,-0.281969002,D,166,1.7,2.38E-06,2.380849011
Alaska2011,Alaska,2011,722713,-0.281969002,D,,1.7,2.35E-06,2.352247711
Alaska2012,Alaska,2012,731089,0.225247542,R,,1.8,2.46E-06,2.46208054
Alaska2013,Alaska,2013,736879,0.225247542,R,,1.6,2.17E-06,2.17131985
Alaska2014,Alaska,2014,736705,0.225247542,R,,1.5,2.04E-06,2.036093144
Alaska2015,Alaska,2015,737709,0.225247542,R,,,,
Alaska2016,Alaska,2016,741894,0.220229575,R,,,,
Arizona1970,Arizona,1970,1775399,0.220229575,R,,,,
Arizona1971,Arizona,1971,1896000,0.220229575,R,,,,
Arizona1972,Arizona,1972,2009000,0.220229575,R,,,,
Arizona1973,Arizona,1973,2125000,0.220229575,R,,,,
Arizona1974,Arizona,1974,2224000,0.220229575,R,,,,
Arizona1975,Arizona,1975,2286000,0.220229575,R,,,,
Arizona1976,Arizona,1976,2348000,0.220229575,R,,,,
Arizona1977,Arizona,1977,2427000,0.220229575,R,,,,
Arizona1978,Arizona,1978,2518000,0.220229575,R,,,,
Arizona1979,Arizona,1979,2639000,0.220229575,R,,,,
Arizona1980,Arizona,1980,2718215,0.194866116,R,,1.8,6.62E-07,0.662199274
Arizona1981,Arizona,1981,2810107,0.194866116,R,,1.6,5.69E-07,0.569373337
Arizona1982,Arizona,1982,2889861,0.194866116,R,,1.8,6.23E-07,0.622867328
Arizona1983,Arizona,1983,2968925,0.194866116,R,,1.8,6.06E-07,0.606280051
Arizona1984,Arizona,1984,3067135,0.222166941,R,,1.7,5.54E-07,0.55426318
Arizona1985,Arizona,1985,3183538,0.222166941,R,0,1.8,5.65E-07,0.565408674
Arizona1986,Arizona,1986,3308262,0.222166941,R,,1.6,4.84E-07,0.483637632
Arizona1987,Arizona,1987,3437103,0.222166941,R,,1.8,5.24E-07,0.523696846
Arizona1988,Arizona,1988,3535183,0.198728326,R,,1.7,4.81E-07,0.480880339
Arizona1989,Arizona,1989,3622185,0.198728326,R,,1.7,4.69E-07,0.469329976
Arizona1990,Arizona,1990,3684097,0.198728326,R,0,1.8,4.89E-07,0.488586484
Arizona1991,Arizona,1991,3788576,0.198728326,R,,1.9,5.02E-07,0.50150769
Arizona1992,Arizona,1992,3915740,0.146099077,R,,1.8,4.60E-07,0.459683227
Arizona1993,Arizona,1993,4065440,0.146099077,R,,1.7,4.18E-07,0.41815892
Arizona1994,Arizona,1994,4245089,0.146099077,R,,1.8,4.24E-07,0.424019379
Arizona1995,Arizona,1995,4432499,0.146099077,R,265,1.7,3.84E-07,0.383530825
Arizona1996,Arizona,1996,4586940,0.142423489,R,,1.7,3.71E-07,0.370617449
Arizona1997,Arizona,1997,4736990,0.142423489,R,,1.8,3.80E-07,0.379988136
Arizona1998,Arizona,1998,4883342,0.142423489,R,,2.2,4.51E-07,0.450511146
Arizona1999,Arizona,1999,5023823,0.142423489,R,,2.1,4.18E-07,0.418008357
Arizona2000,Arizona,2000,5160586,0.151465744,R,109,2.1,4.07E-07,0.406930531
Arizona2001,Arizona,2001,5273477,0.151465744,R,,2.2,4.17E-07,0.41718206
Arizona2002,Arizona,2002,5396255,0.151465744,R,,2.2,4.08E-07,0.407690148
Arizona2003,Arizona,2003,5510364,0.151465744,R,,2.1,3.81E-07,0.381100051
Arizona2004,Arizona,2004,5652404,-0.195367139,D,,2.2,3.89E-07,0.389214925
Arizona2005,Arizona,2005,5839077,-0.195367139,D,280,2.1,3.60E-07,0.359645882
Arizona2006,Arizona,2006,6029141,-0.195367139,D,,2.2,3.65E-07,0.364894435
Arizona2007,Arizona,2007,6167681,-0.195367139,D,,2.3,3.73E-07,0.372911634
Arizona2008,Arizona,2008,6280362,-0.195866257,D,,2.4,3.82E-07,0.382143577
Arizona2009,Arizona,2009,6343154,-0.195866257,D,,2.2,3.47E-07,0.346830615
Arizona2010,Arizona,2010,6408312,-0.195866257,D,273,2.3,3.59E-07,0.358908867
Arizona2011,Arizona,2011,6467163,-0.195866257,D,,2.4,3.71E-07,0.371105537
Arizona2012,Arizona,2012,6549634,0.188354647,R,,2.1,3.21E-07,0.320628603
Arizona2013,Arizona,2013,6624617,0.188354647,R,,2.4,3.62E-07,0.362285095
Arizona2014,Arizona,2014,6719993,0.188354647,R,,2,2.98E-07,0.297619358
Arizona2015,Arizona,2015,6817565,0.188354647,R,,,,
Arizona2016,Arizona,2016,6931071,0.18069372,R,,,,
Arkansas1970,Arkansas,1970,1923322,0.18069372,R,,,,
Arkansas1971,Arkansas,1971,1972000,0.18069372,R,,,,
Arkansas1972,Arkansas,1972,2018000,0.18069372,R,,,,
Arkansas1973,Arkansas,1973,2058000,0.18069372,R,,,,
Arkansas1974,Arkansas,1974,2100000,0.18069372,R,,,,
Arkansas1975,Arkansas,1975,2158000,0.18069372,R,,,,
Arkansas1976,Arkansas,1976,2169000,0.18069372,R,,,,
Arkansas1977,Arkansas,1977,2207000,0.18069372,R,,,,
Arkansas1978,Arkansas,1978,2241000,0.18069372,R,,,,
Arkansas1979,Arkansas,1979,2269000,0.18069372,R,,,,
Arkansas1980,Arkansas,1980,2286435,0.176328651,R,,3,1.31E-06,1.312086283
Arkansas1981,Arkansas,1981,2293201,0.176328651,R,,2.7,1.18E-06,1.177393521
Arkansas1982,Arkansas,1982,2294257,0.176328651,R,,2.8,1.22E-06,1.220438687
Arkansas1983,Arkansas,1983,2305761,0.176328651,R,,3.1,1.34E-06,1.344458511
Arkansas1984,Arkansas,1984,2319768,0.230529087,R,,2.9,1.25E-06,1.250125013
Arkansas1985,Arkansas,1985,2327046,0.230529087,R,190,2.7,1.16E-06,1.160269286
Arkansas1986,Arkansas,1986,2331984,0.230529087,R,,2.6,1.11E-06,1.114930463
Arkansas1987,Arkansas,1987,2342355,0.230529087,R,,2.6,1.11E-06,1.109994002
Arkansas1988,Arkansas,1988,2342656,0.199166245,R,,2.7,1.15E-06,1.152537974
Arkansas1989,Arkansas,1989,2346358,0.199166245,R,,2.7,1.15E-06,1.150719541
Arkansas1990,Arkansas,1990,2356586,0.199166245,R,194,2.5,1.06E-06,1.06085668
Arkansas1991,Arkansas,1991,2383144,0.199166245,R,,2.6,1.09E-06,1.09099576
Arkansas1992,Arkansas,1992,2415984,-0.209365211,D,,2.5,1.03E-06,1.034775065
Arkansas1993,Arkansas,1993,2456303,-0.209365211,D,,2.8,1.14E-06,1.139924513
Arkansas1994,Arkansas,1994,2494019,-0.209365211,D,,2.6,1.04E-06,1.042494063
Arkansas1995,Arkansas,1995,2535399,-0.209365211,D,158,2.7,1.06E-06,1.064921143
Arkansas1996,Arkansas,1996,2572109,-0.184739838,D,,2.9,1.13E-06,1.127479434
Arkansas1997,Arkansas,1997,2601090,-0.184739838,D,,2.7,1.04E-06,1.038026366
Arkansas1998,Arkansas,1998,2626289,-0.184739838,D,,2.4,9.14E-07,0.913836977
Arkansas1999,Arkansas,1999,2651860,-0.184739838,D,,2.7,1.02E-06,1.018153296
Arkansas2000,Arkansas,2000,2678588,0.176563174,R,81,2.9,1.08E-06,1.082659969
Arkansas2001,Arkansas,2001,2691571,0.176563174,R,,2.7,1.00E-06,1.003131628
Arkansas2002,Arkansas,2002,2705927,0.176563174,R,,2.6,9.61E-07,0.960853711
Arkansas2003,Arkansas,2003,2724816,0.176563174,R,,2.5,9.17E-07,0.917493144
Arkansas2004,Arkansas,2004,2749686,-0.208350335,D,,2.3,8.36E-07,0.836459145
Arkansas2005,Arkansas,2005,2781097,-0.208350335,D,188,2.2,7.91E-07,0.791054753
Arkansas2006,Arkansas,2006,2821761,-0.208350335,D,,2.1,7.44E-07,0.744216112
Arkansas2007,Arkansas,2007,2848650,-0.208350335,D,,2.1,7.37E-07,0.737191301
Arkansas2008,Arkansas,2008,2874554,-0.221953388,D,,2.3,8.00E-07,0.800124124
Arkansas2009,Arkansas,2009,2896843,-0.221953388,D,,2.2,7.59E-07,0.75944744
Arkansas2010,Arkansas,2010,2921995,-0.221953388,D,196,2.3,7.87E-07,0.787133448
Arkansas2011,Arkansas,2011,2939493,-0.221953388,D,,2.1,7.14E-07,0.714408913
Arkansas2012,Arkansas,2012,2950685,0.219523263,R,,1.6,5.42E-07,0.54224697
Arkansas2013,Arkansas,2013,2958663,0.219523263,R,,2.2,7.44E-07,0.74357911
Arkansas2014,Arkansas,2014,2966912,0.219523263,R,,2.4,8.09E-07,0.808921869
Arkansas2015,Arkansas,2015,2977853,0.219523263,R,,,,
Arkansas2016,Arkansas,2016,2988248,0.229188474,R,,,,
California1970,California,1970,19971071,0.229188474,R,,,,
California1971,California,1971,20346000,0.229188474,R,,,,
California1972,California,1972,20585000,0.229188474,R,,,,
California1973,California,1973,20868000,0.229188474,R,,,,
California1974,California,1974,21173000,0.229188474,R,,,,
California1975,California,1975,21537000,0.229188474,R,,,,
California1976,California,1976,21934000,0.229188474,R,,,,
California1977,California,1977,22350000,0.229188474,R,,,,
California1978,California,1978,22839000,0.229188474,R,,,,
California1979,California,1979,23255000,0.229188474,R,,,,
California1980,California,1980,23667902,0.191181204,R,,30.4,1.28E-06,1.284439998
California1981,California,1981,24285933,0.191181204,R,,28,1.15E-06,1.152930793
California1982,California,1982,24820009,0.191181204,R,,30.8,1.24E-06,1.24093428
California1983,California,1983,25360026,0.191181204,R,,28.7,1.13E-06,1.13170231
California1984,California,1984,25844393,0.211535593,R,,27,1.04E-06,1.044714031
California1985,California,1985,26441109,0.211535593,R,203,30.3,1.15E-06,1.145942857
California1986,California,1986,27102237,0.211535593,R,,26.6,9.81E-07,0.981468799
California1987,California,1987,27777158,0.211535593,R,,28.6,1.03E-06,1.029622973
California1988,California,1988,28464249,0.177588279,R,,28.5,1.00E-06,1.001255997
California1989,California,1989,29218164,0.177588279,R,,29.8,1.02E-06,1.019913503
California1990,California,1990,29959515,0.177588279,R,221,29.5,9.85E-07,0.984662135
California1991,California,1991,30470736,0.177588279,R,,29.3,9.62E-07,0.961578348
California1992,California,1992,30974659,-0.003914458,D,,27.2,8.78E-07,0.87813719
California1993,California,1993,31274928,-0.003914458,D,,28.8,9.21E-07,0.920865429
California1994,California,1994,31484435,-0.003914458,D,,29.4,9.34E-07,0.933794747
California1995,California,1995,31696582,-0.003914458,D,197,26.8,8.46E-07,0.845517034
California1996,California,1996,32018834,-0.159900732,D,,27,8.43E-07,0.843253692
California1997,California,1997,32486010,-0.159900732,D,,26.8,8.25E-07,0.824970503
California1998,California,1998,32987675,-0.159900732,D,,32.3,9.79E-07,0.979153578
California1999,California,1999,33499204,-0.159900732,D,,32,9.55E-07,0.955246578
California2000,California,2000,33987977,-0.172449305,D,75,27.6,8.12E-07,0.812051862
California2001,California,2001,34479458,-0.172449305,D,,28.7,8.32E-07,0.832379674
California2002,California,2002,34871843,-0.172449305,D,,28.7,8.23E-07,0.82301357
California2003,California,2003,35253159,-0.172449305,D,,28.4,8.06E-07,0.805601563
California2004,California,2004,35574576,0.189615331,R,,29.4,8.26E-07,0.8264329
California2005,California,2005,35827943,0.189615331,R,298,28.2,7.87E-07,0.787095145
California2006,California,2006,36021202,0.189615331,R,,28.4,7.88E-07,0.788424551
California2007,California,2007,36250311,0.189615331,R,,28.6,7.89E-07,0.788958749
California2008,California,2008,36604337,0.226051711,R,,28.8,7.87E-07,0.786792013
California2009,California,2009,36961229,0.226051711,R,,28.3,7.66E-07,0.765667181
California2010,California,2010,37332685,0.226051711,R,180,28.9,7.74E-07,0.774120586
California2011,California,2011,37676861,0.226051711,R,,29.7,7.88E-07,0.78828223
California2012,California,2012,38011074,-0.206631494,D,,27.4,7.21E-07,0.720842563
California2013,California,2013,38335203,-0.206631494,D,,27.8,7.25E-07,0.725182021
California2014,California,2014,38680810,-0.206631494,D,,22.8,5.89E-07,0.58943957
California2015,California,2015,38993940,-0.206631494,D,,,,
California2016,California,2016,39250017,-0.223026349,D,,,,
Colorado1970,Colorado,1970,2209596,-0.223026349,D,,,,
Colorado1971,Colorado,1971,2303000,-0.223026349,D,,,,
Colorado1972,Colorado,1972,2405000,-0.223026349,D,,,,
Colorado1973,Colorado,1973,2496000,-0.223026349,D,,,,
Colorado1974,Colorado,1974,2541000,-0.223026349,D,,,,
Colorado1975,Colorado,1975,2586000,-0.223026349,D,,,,
Colorado1976,Colorado,1976,2632000,-0.223026349,D,,,,
Colorado1977,Colorado,1977,2696000,-0.223026349,D,,,,
Colorado1978,Colorado,1978,2767000,-0.223026349,D,,,,
Colorado1979,Colorado,1979,2849000,-0.223026349,D,,,,
Colorado1980,Colorado,1980,2889964,0.225699697,R,,5,1.73E-06,1.730125358
Colorado1981,Colorado,1981,2977898,0.225699697,R,,4.4,1.48E-06,1.477552287
Colorado1982,Colorado,1982,3061564,0.225699697,R,,5,1.63E-06,1.633152206
Colorado1983,Colorado,1983,3133630,0.225699697,R,,5.2,1.66E-06,1.659417353
Colorado1984,Colorado,1984,3169992,0.259248919,R,,5.2,1.64E-06,1.640382689
Colorado1985,Colorado,1985,3208723,0.259248919,R,227,5,1.56E-06,1.558252302
Colorado1986,Colorado,1986,3237450,0.259248919,R,,4.5,1.39E-06,1.389982857
Colorado1987,Colorado,1987,3260480,0.259248919,R,,4.8,1.47E-06,1.472175876
Colorado1988,Colorado,1988,3262281,0.223204255,R,,5.1,1.56E-06,1.563323331
Colorado1989,Colorado,1989,3275818,0.223204255,R,,5.1,1.56E-06,1.556863049
Colorado1990,Colorado,1990,3307618,0.223204255,R,221,5,1.51E-06,1.511661867
Colorado1991,Colorado,1991,3387119,0.223204255,R,,5.7,1.68E-06,1.6828461
Colorado1992,Colorado,1992,3495939,-0.180117845,D,,5.4,1.54E-06,1.544649377
Colorado1993,Colorado,1993,3613734,-0.180117845,D,,6,1.66E-06,1.660332498
Colorado1994,Colorado,1994,3724168,-0.180117845,D,,5.6,1.50E-06,1.503691563
Colorado1995,Colorado,1995,3826653,-0.180117845,D,218,6,1.57E-06,1.567949851
Colorado1996,Colorado,1996,3919972,0.176493097,R,,6.4,1.63E-06,1.632664723
Colorado1997,Colorado,1997,4018293,0.176493097,R,,6.2,1.54E-06,1.542943733
Colorado1998,Colorado,1998,4116639,0.176493097,R,,5.9,1.43E-06,1.433208013
Colorado1999,Colorado,1999,4226018,0.176493097,R,,6.4,1.51E-06,1.514428003
Colorado2000,Colorado,2000,4326921,0.20424408,R,120,6.8,1.57E-06,1.57155631
Colorado2001,Colorado,2001,4425687,0.20424408,R,,7.2,1.63E-06,1.626866066
Colorado2002,Colorado,2002,4490406,0.20424408,R,,7.5,1.67E-06,1.670227592
Colorado2003,Colorado,2003,4528732,0.20424408,R,,7.6,1.68E-06,1.678173935
Colorado2004,Colorado,2004,4575013,-0.24071101,D,,7.2,1.57E-06,1.57376602
Colorado2005,Colorado,2005,4631888,-0.24071101,D,263,7.5,1.62E-06,1.619210136
Colorado2006,Colorado,2006,4720423,-0.24071101,D,,7.1,1.50E-06,1.504102493
Colorado2007,Colorado,2007,4803868,-0.24071101,D,,7.8,1.62E-06,1.623691575
Colorado2008,Colorado,2008,4889730,0.263538682,R,,8,1.64E-06,1.636082156
Colorado2009,Colorado,2009,4972195,0.263538682,R,,7.6,1.53E-06,1.528499988
Colorado2010,Colorado,2010,5048644,0.263538682,R,232,7.8,1.54E-06,1.544969303
Colorado2011,Colorado,2011,5118360,0.263538682,R,,7.8,1.52E-06,1.523925632
Colorado2012,Colorado,2012,5189867,-0.254939288,D,,7,1.35E-06,1.348782156
Colorado2013,Colorado,2013,5267603,-0.254939288,D,,8.2,1.56E-06,1.55668527
Colorado2014,Colorado,2014,5349648,-0.254939288,D,,7.9,1.48E-06,1.476732675
Colorado2015,Colorado,2015,5448819,-0.254939288,D,,,,
Colorado2016,Colorado,2016,5540545,-0.241649513,D,,,,
Connecticut1970,Connecticut,1970,3032217,-0.241649513,D,,,,
Connecticut1971,Connecticut,1971,3061000,-0.241649513,D,,,,
Connecticut1972,Connecticut,1972,3070000,-0.241649513,D,,,,
Connecticut1973,Connecticut,1973,3069000,-0.241649513,D,,,,
Connecticut1974,Connecticut,1974,3076000,-0.241649513,D,,,,
Connecticut1975,Connecticut,1975,3085000,-0.241649513,D,,,,
Connecticut1976,Connecticut,1976,3086000,-0.241649513,D,,,,
Connecticut1977,Connecticut,1977,3089000,-0.241649513,D,,,,
Connecticut1978,Connecticut,1978,3095000,-0.241649513,D,,,,
Connecticut1979,Connecticut,1979,3100000,-0.241649513,D,,,,
Connecticut1980,Connecticut,1980,3107576,0.217922265,R,,7.7,2.48E-06,2.477815506
Connecticut1981,Connecticut,1981,3128836,0.217922265,R,,7.5,2.40E-06,2.397057564
Connecticut1982,Connecticut,1982,3139013,0.217922265,R,,7.2,2.29E-06,2.293714617
Connecticut1983,Connecticut,1983,3162354,0.217922265,R,,5.9,1.87E-06,1.86569878
Connecticut1984,Connecticut,1984,3180014,0.280148767,R,,6.8,2.14E-06,2.138355366
Connecticut1985,Connecticut,1985,3201131,0.280148767,R,141,6.8,2.12E-06,2.124249211
Connecticut1986,Connecticut,1986,3223740,0.280148767,R,,7.7,2.39E-06,2.388530092
Connecticut1987,Connecticut,1987,3247291,0.280148767,R,,8,2.46E-06,2.46359196
Connecticut1988,Connecticut,1988,3271953,0.229294553,R,,8.9,2.72E-06,2.720087972
Connecticut1989,Connecticut,1989,3283403,0.229294553,R,,9.2,2.80E-06,2.801971004
Connecticut1990,Connecticut,1990,3291967,0.229294553,R,145,8.1,2.46E-06,2.460534993
Connecticut1991,Connecticut,1991,3302895,0.229294553,R,,7.8,2.36E-06,2.361564627
Connecticut1992,Connecticut,1992,3300712,-0.206718429,D,,9.3,2.82E-06,2.817573905
Connecticut1993,Connecticut,1993,3309175,-0.206718429,D,,8.9,2.69E-06,2.689492094
Connecticut1994,Connecticut,1994,3316121,-0.206718429,D,,8.5,2.56E-06,2.563235781
Connecticut1995,Connecticut,1995,3324144,-0.206718429,D,149,7.8,2.35E-06,2.346468745
Connecticut1996,Connecticut,1996,3336685,-0.220500287,D,,8.3,2.49E-06,2.48749882
Connecticut1997,Connecticut,1997,3349348,-0.220500287,D,,8,2.39E-06,2.388524573
Connecticut1998,Connecticut,1998,3365352,-0.220500287,D,,7,2.08E-06,2.080020158
Connecticut1999,Connecticut,1999,3386401,-0.220500287,D,,7.9,2.33E-06,2.332860166
Connecticut2000,Connecticut,2000,3411777,-0.239175948,D,75,8.6,2.52E-06,2.520680572
Connecticut2001,Connecticut,2001,3432835,-0.239175948,D,,8.3,2.42E-06,2.417826665
Connecticut2002,Connecticut,2002,3458749,-0.239175948,D,,8.1,2.34E-06,2.341887197
Connecticut2003,Connecticut,2003,3484336,-0.239175948,D,,9.6,2.76E-06,2.755187789
Connecticut2004,Connecticut,2004,3496094,0.245270293,R,,10.1,2.89E-06,2.888938341
Connecticut2005,Connecticut,2005,3506956,0.245270293,R,150,9.2,2.62E-06,2.623357693
Connecticut2006,Connecticut,2006,3517460,0.245270293,R,,8,2.27E-06,2.274368436
Connecticut2007,Connecticut,2007,3527270,0.245270293,R,,8.2,2.32E-06,2.324744066
Connecticut2008,Connecticut,2008,3545579,0.281413276,R,,8,2.26E-06,2.256331053
Connecticut2009,Connecticut,2009,3561807,0.281413276,R,,8.1,2.27E-06,2.274126588
Connecticut2010,Connecticut,2010,3579899,0.281413276,R,150,7.5,2.10E-06,2.095031173
Connecticut2011,Connecticut,2011,3589893,0.281413276,R,,7.2,2.01E-06,2.005630808
Connecticut2012,Connecticut,2012,3593795,-0.251846029,D,,6.6,1.84E-06,1.836498743
Connecticut2013,Connecticut,2013,3596003,-0.251846029,D,,7.2,2.00E-06,2.002223024
Connecticut2014,Connecticut,2014,3591873,-0.251846029,D,,7.4,2.06E-06,2.060206472
Connecticut2015,Connecticut,2015,3584730,-0.251846029,D,,,,
Connecticut2016,Connecticut,2016,3576452,-0.25096716,D,,,,
Delaware1970,Delaware,1970,548104,-0.25096716,D,,,,
Delaware1971,Delaware,1971,565000,-0.25096716,D,,,,
Delaware1972,Delaware,1972,574000,-0.25096716,D,,,,
Delaware1973,Delaware,1973,579000,-0.25096716,D,,,,
Delaware1974,Delaware,1974,583000,-0.25096716,D,,,,
Delaware1975,Delaware,1975,589000,-0.25096716,D,,,,
Delaware1976,Delaware,1976,593000,-0.25096716,D,,,,
Delaware1977,Delaware,1977,595000,-0.25096716,D,,,,
Delaware1978,Delaware,1978,598000,-0.25096716,D,,,,
Delaware1979,Delaware,1979,599000,-0.25096716,D,,,,
Delaware1980,Delaware,1980,594338,0.187186416,R,,1.1,1.85E-06,1.850798704
