StateYear,Residential CO2 emissions per capita,Total domestic water use per capita,Total energy consumption per capita,Renewable energy consumption per capita,Petroleum product consumption per capita,Outcome,Average ranking
California2013,13.0,38.0,4.0,18.0,5.0,D,16.0
Arkansas2013,14.0,33.0,25.0,31.0,16.0,R,24.0
Washington2013,15.0,2.0,50.0,50.0,14.0,D,26.0
Kentucky2013,16.0,36.5,33.0,17.0,15.0,R,24.0
Virginia2013,17.0,44.0,45.0,33.0,26.0,D,33.0
Nevada2013,18.0,19.0,43.0,42.0,11.0,D,27.0
Delaware2013,19.0,46.0,19.0,3.0,36.0,D,25.0
West Virginia2013,20.0,3.0,2.0,4.0,27.0,R,11.0
Maryland2013,21.0,14.0,12.0,9.0,30.0,D,17.0
Oklahoma2013,22.0,39.5,40.0,38.0,19.0,R,32.0
New Mexico2013,23.0,31.0,35.0,29.0,29.0,D,29.0
Missouri2013,24.0,36.5,24.0,12.0,25.0,R,24.0
Idaho2013,25.0,21.5,28.0,43.0,31.0,R,30.0
South Dakota2013,26.0,13.0,42.0,48.0,41.0,R,34.0
Indiana2013,27.0,35.0,34.0,22.0,22.0,R,28.0
Utah2013,28.0,21.5,44.0,20.0,7.0,R,24.0
Nebraska2013,29.0,48.0,39.0,41.0,32.0,R,38.0
Kansas2013,30.0,5.0,30.0,34.0,28.0,R,25.0
North Dakota2013,31.0,9.0,47.0,46.0,45.0,R,36.0
Iowa2013,32.0,25.0,37.0,45.0,40.0,D,36.0
Wyoming2013,33.0,41.0,13.0,26.0,38.0,R,30.0
Colorado2013,34.0,11.0,15.0,23.0,24.0,D,21.0
Pennsylvania2013,35.0,10.0,21.0,11.0,39.0,D,23.0
Ohio2013,36.0,4.0,23.0,8.0,18.0,D,18.0
Montana2013,37.0,32.0,36.0,47.0,42.0,R,39.0
New York2013,38.0,17.0,3.0,19.0,35.0,D,22.0
New Jersey2013,39.0,45.0,16.0,5.0,23.0,D,26.0
Minnesota2013,40.0,7.0,31.0,36.0,34.0,D,30.0
Wisconsin2013,41.0,43.0,11.0,21.0,37.0,D,31.0
New Hampshire2013,42.0,15.5,17.0,39.0,48.0,D,32.0
Maine2013,43.0,27.0,22.0,44.0,49.0,D,37.0
Massachusetts2013,44.0,21.5,10.0,7.0,44.0,D,25.0
Connecticut2013,45.0,24.0,6.0,6.0,47.0,D,26.0
Illinois2013,46.0,29.5,20.0,14.0,20.0,D,26.0
Vermont2013,47.0,18.0,1.0,1.0,50.0,D,23.0
Michigan2013,48.0,39.5,14.0,16.0,33.0,D,30.0
Rhode Island2013,49.0,15.5,5.0,2.0,46.0,D,24.0
Alaska2013,50.0,1.0,46.0,25.0,43.0,R,33.0
Florida2014,1.0,29.5,9.0,10.0,1.0,D,10.0
Hawaii2014,2.0,49.0,7.0,15.0,4.0,D,15.0
Arizona2014,3.0,28.0,8.0,14.0,5.0,R,12.0
South Carolina2014,4.0,34.0,41.0,34.0,12.0,R,25.0
Alabama2014,5.0,8.0,29.0,38.0,11.0,R,18.0
Texas2014,6.0,47.0,49.0,35.0,7.0,R,29.0
Louisiana2014,7.0,26.0,47.0,31.0,2.0,R,23.0
North Carolina2014,8.0,21.5,28.0,27.0,23.0,R,22.0
California2014,9.0,38.0,3.0,18.0,3.0,D,14.0
Oregon2014,10.0,6.0,27.0,48.0,10.0,D,20.0
Mississippi2014,11.0,12.0,33.0,24.0,21.0,R,20.0
Washington2014,12.0,2.0,50.0,50.0,14.0,D,26.0
Tennessee2014,13.0,42.0,39.0,33.0,13.0,R,28.0
Nevada2014,14.0,19.0,45.0,41.0,8.0,D,25.0
Georgia2014,15.0,50.0,19.0,28.0,9.0,R,24.0
Arkansas2014,16.0,33.0,25.0,32.0,16.0,R,24.0
Virginia2014,17.0,44.0,37.0,30.0,27.0,D,31.0
Kentucky2014,18.0,36.5,32.0,17.0,18.0,R,24.0
Idaho2014,19.0,21.5,26.0,43.0,26.0,R,27.0
New Mexico2014,20.0,31.0,35.0,29.0,25.0,D,28.0
West Virginia2014,21.0,3.0,2.0,4.0,19.0,R,10.0
Delaware2014,22.0,46.0,18.0,3.0,39.0,D,26.0
Oklahoma2014,23.0,39.5,42.0,37.0,17.0,R,32.0
Maryland2014,24.0,14.0,12.0,9.0,31.0,D,18.0
Missouri2014,25.0,36.5,24.0,12.0,28.0,R,25.0
Utah2014,26.0,21.5,44.0,23.0,6.0,R,24.0
South Dakota2014,27.0,13.0,43.0,49.0,38.0,R,34.0
Indiana2014,28.0,35.0,34.0,21.0,24.0,R,28.0
Nebraska2014,29.0,48.0,40.0,42.0,32.0,R,38.0
Colorado2014,30.0,11.0,14.0,22.0,22.0,D,20.0
North Dakota2014,31.0,9.0,48.0,46.0,44.0,R,36.0
Kansas2014,32.0,5.0,30.0,36.0,30.0,R,27.0
Wyoming2014,33.0,41.0,13.0,26.0,36.0,R,30.0
Montana2014,34.0,32.0,36.0,47.0,43.0,R,38.0
Iowa2014,35.0,25.0,38.0,45.0,40.0,D,37.0
Ohio2014,36.0,4.0,23.0,8.0,20.0,D,18.0
Pennsylvania2014,37.0,10.0,22.0,11.0,41.0,D,24.0
Wisconsin2014,38.0,43.0,11.0,20.0,35.0,D,29.0
New York2014,39.0,17.0,5.0,19.0,37.0,D,23.0
Minnesota2014,40.0,7.0,31.0,39.0,34.0,D,30.0
New Jersey2014,41.0,45.0,17.0,5.0,29.0,D,27.0
Maine2014,42.0,27.0,21.0,44.0,48.0,D,36.0
Massachusetts2014,43.0,21.5,10.0,7.0,45.0,D,25.0
New Hampshire2014,44.0,15.5,16.0,40.0,49.0,D,33.0
Alaska2014,45.0,1.0,46.0,25.0,42.0,R,32.0
Connecticut2014,46.0,24.0,4.0,6.0,47.0,D,25.0
Illinois2014,47.0,29.5,20.0,13.0,15.0,D,25.0
Rhode Island2014,48.0,15.5,6.0,2.0,46.0,D,24.0
Michigan2014,49.0,39.5,15.0,16.0,33.0,D,30.0
Vermont2014,50.0,18.0,1.0,1.0,50.0,D,24.0
